country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Algeria,DZ,DZA,12,Proportion of schools with basic drinking water services,2023,91.12485731395989,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Anguilla,AI,AIA,660,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2000,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2001,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2002,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2003,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2004,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2005,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2006,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2007,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2008,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2009,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2010,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2011,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2012,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2013,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2014,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2015,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2016,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2017,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2018,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2019,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2020,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2021,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2022,99.53869059742428,Total,,%,,,,Total
Antigua and Barbuda,AG,ATG,28,Proportion of schools with basic drinking water services,2023,99.53869059742428,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of schools with basic drinking water services,2009,82.09,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of schools with basic drinking water services,2010,82.09,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of schools with basic drinking water services,2011,82.09,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of schools with basic drinking water services,2012,82.09,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of schools with basic drinking water services,2013,82.09,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of schools with basic drinking water services,2014,82.09,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of schools with basic drinking water services,2015,82.09,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of schools with basic drinking water services,2016,82.09,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of schools with basic drinking water services,2017,82.09,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of schools with basic drinking water services,2013,96.58975195606392,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of schools with basic drinking water services,2014,96.58975195606392,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of schools with basic drinking water services,2015,96.58975195606392,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of schools with basic drinking water services,2016,96.58975195606392,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of schools with basic drinking water services,2017,96.58975195606392,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of schools with basic drinking water services,2018,96.58975195606392,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of schools with basic drinking water services,2019,96.58975195606392,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of schools with basic drinking water services,2020,96.58975195606392,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of schools with basic drinking water services,2021,96.58975195606392,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of schools with basic drinking water services,2022,96.58975195606392,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of schools with basic drinking water services,2023,96.58975195606392,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2004,60.93849517708896,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2005,60.93849517708896,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2006,60.93849517708896,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2007,60.93849517708896,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2008,60.93849517708896,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2009,62.85270146646508,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2010,64.76690776,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2011,66.68111404521733,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2012,68.59532033459345,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2013,70.50952662397003,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2014,72.42373291334614,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2015,74.33793920272228,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2016,76.25214549209841,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2017,78.16635178147453,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2018,80.08055807085066,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2019,81.99476436022677,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2020,83.90897064960291,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2021,85.82317693897947,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2022,87.73738322835561,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of schools with basic drinking water services,2023,89.65158951773174,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Barbados,BB,BRB,52,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
